city,country,month_year,max_temp_c,min_temp_c,avg_temp_c,date
Warsaw,Poland,August    2023,27.7,17.6,22.4,2023-08-24
Warsaw,Poland,August    2023,32.3,18.0,24.5,2023-08-25
Warsaw,Poland,August    2023,28.4,19.8,22.4,2023-08-26
Warsaw,Poland,August    2023,24.9,17.9,20.9,2023-08-27
Warsaw,Poland,August    2023,26.7,17.5,21.8,2023-08-28
Warsaw,Poland,August    2023,32.1,16.6,23.8,2023-08-29
Warsaw,Poland,August    2023,19.5,14.8,17.7,2023-08-30
Warsaw,Poland,August    2023,20.1,13.6,16.6,2023-08-31
Warsaw,Poland,September 2023,23.1,13.6,18.4,2023-09-01
Warsaw,Poland,September 2023,23.7,14.8,19.2,2023-09-02
Warsaw,Poland,September 2023,23.2,14.6,19.0,2023-09-03
Warsaw,Poland,September 2023,23.1,13.2,18.2,2023-09-04
Warsaw,Poland,September 2023,26.0,14.5,20.4,2023-09-05
Warsaw,Poland,September 2023,27.2,15.1,21.2,2023-09-06
Warsaw,Poland,September 2023,27.1,16.2,21.3,2023-09-07
Warsaw,Poland,September 2023,28.4,16.1,22.0,2023-09-08
Warsaw,Poland,September 2023,28.9,17.6,22.9,2023-09-09
Warsaw,Poland,September 2023,30.1,17.7,23.5,2023-09-10
Warsaw,Poland,September 2023,29.8,17.5,23.4,2023-09-11
Warsaw,Poland,September 2023,29.9,18.6,24.2,2023-09-12
Warsaw,Poland,September 2023,31.5,18.4,24.1,2023-09-13
Warsaw,Poland,September 2023,21.3,12.4,17.3,2023-09-14
Warsaw,Poland,September 2023,21.6,9.9,15.4,2023-09-15
Warsaw,Poland,September 2023,25.3,11.5,18.2,2023-09-16
Warsaw,Poland,September 2023,27.4,14.7,21.0,2023-09-17
Warsaw,Poland,September 2023,29.2,19.2,23.4,2023-09-18
Warsaw,Poland,September 2023,23.0,16.5,19.4,2023-09-19
Warsaw,Poland,September 2023,24.5,14.3,19.2,2023-09-20
Warsaw,Poland,September 2023,27.7,15.7,21.6,2023-09-21
Warsaw,Poland,September 2023,28.3,18.3,22.0,2023-09-22
Warsaw,Poland,September 2023,21.7,15.8,18.6,2023-09-23
Warsaw,Poland,September 2023,21.2,13.5,16.7,2023-09-24
Warsaw,Poland,September 2023,24.0,13.0,18.4,2023-09-25
Warsaw,Poland,September 2023,28.1,15.6,21.1,2023-09-26
Warsaw,Poland,September 2023,27.7,15.9,21.1,2023-09-27
Warsaw,Poland,September 2023,27.4,15.1,20.5,2023-09-28
Warsaw,Poland,September 2023,27.3,15.6,20.8,2023-09-29
Warsaw,Poland,September 2023,21.1,14.1,18.3,2023-09-30
Warsaw,Poland,October   2023,18.9,12.3,15.5,2023-10-01
Warsaw,Poland,October   2023,19.7,13.1,16.7,2023-10-02
Warsaw,Poland,October   2023,27.4,16.0,21.3,2023-10-03
Warsaw,Poland,October   2023,18.6,12.6,15.1,2023-10-04
Warsaw,Poland,October   2023,18.7,11.7,14.2,2023-10-05
Warsaw,Poland,October   2023,17.5,8.9,13.5,2023-10-06
Warsaw,Poland,October   2023,17.1,11.2,14.8,2023-10-07
Warsaw,Poland,October   2023,12.8,7.0,9.7,2023-10-08
Warsaw,Poland,October   2023,12.2,6.1,8.8,2023-10-09
Warsaw,Poland,October   2023,12.3,7.5,9.7,2023-10-10
Warsaw,Poland,October   2023,21.8,9.6,16.4,2023-10-11
Warsaw,Poland,October   2023,19.2,10.5,15.8,2023-10-12
Warsaw,Poland,October   2023,18.6,9.4,14.4,2023-10-13
Warsaw,Poland,October   2023,24.5,12.5,17.9,2023-10-14
Warsaw,Poland,October   2023,12.0,7.7,9.9,2023-10-15
Warsaw,Poland,October   2023,9.7,5.8,7.6,2023-10-16
Warsaw,Poland,October   2023,11.9,4.3,7.8,2023-10-17
Warsaw,Poland,October   2023,13.1,4.8,8.7,2023-10-18
Warsaw,Poland,October   2023,11.9,5.9,8.7,2023-10-19
Warsaw,Poland,October   2023,9.5,7.0,7.7,2023-10-20
Warsaw,Poland,October   2023,18.6,7.8,12.5,2023-10-21
Warsaw,Poland,October   2023,13.5,11.8,13.0,2023-10-22
Warsaw,Poland,October   2023,15.0,9.1,11.6,2023-10-23
Warsaw,Poland,October   2023,15.1,8.8,11.6,2023-10-24
Warsaw,Poland,October   2023,11.9,8.7,10.7,2023-10-25
Warsaw,Poland,October   2023,11.1,9.5,10.4,2023-10-26
Warsaw,Poland,October   2023,11.5,8.3,9.8,2023-10-27
Warsaw,Poland,October   2023,9.5,7.6,8.3,2023-10-28
Warsaw,Poland,October   2023,15.0,8.9,11.6,2023-10-29
Warsaw,Poland,October   2023,16.2,10.2,12.6,2023-10-30
Warsaw,Poland,October   2023,17.5,11.3,13.7,2023-10-31
Warsaw,Poland,November  2023,11.8,9.3,10.6,2023-11-01
Warsaw,Poland,November  2023,13.2,8.0,10.5,2023-11-02
Warsaw,Poland,November  2023,15.0,11.2,12.7,2023-11-03
Warsaw,Poland,November  2023,12.2,7.2,9.6,2023-11-04
Warsaw,Poland,November  2023,10.7,6.6,8.7,2023-11-05
Warsaw,Poland,November  2023,12.2,9.6,10.6,2023-11-06
Warsaw,Poland,November  2023,12.2,7.8,9.8,2023-11-07
Warsaw,Poland,November  2023,10.2,7.4,8.6,2023-11-08
Warsaw,Poland,November  2023,11.2,5.8,8.4,2023-11-09
Warsaw,Poland,November  2023,10.4,7.2,8.5,2023-11-10
Warsaw,Poland,November  2023,8.5,5.3,7.1,2023-11-11
Warsaw,Poland,November  2023,8.2,4.6,6.8,2023-11-12
Warsaw,Poland,November  2023,8.6,5.2,6.4,2023-11-13
Warsaw,Poland,November  2023,10.6,5.5,8.6,2023-11-14
Warsaw,Poland,November  2023,9.5,6.1,8.1,2023-11-15
Warsaw,Poland,November  2023,6.6,3.1,5.3,2023-11-16
Warsaw,Poland,November  2023,5.9,3.0,4.8,2023-11-17
Warsaw,Poland,November  2023,2.1,1.4,1.8,2023-11-18
Warsaw,Poland,November  2023,3.2,1.4,2.0,2023-11-19
Warsaw,Poland,November  2023,6.9,2.3,5.7,2023-11-20
Warsaw,Poland,November  2023,5.0,-1.4,2.1,2023-11-21
Warsaw,Poland,November  2023,-1.4,-4.2,-2.9,2023-11-22
Warsaw,Poland,November  2023,6.6,-2.5,2.6,2023-11-23
Warsaw,Poland,November  2023,4.9,1.1,2.9,2023-11-24
Warsaw,Poland,November  2023,1.5,-0.4,0.7,2023-11-25
Warsaw,Poland,November  2023,1.2,-1.6,-0.6,2023-11-26
Warsaw,Poland,November  2023,0.1,-2.2,-1.3,2023-11-27
Warsaw,Poland,November  2023,-0.6,-2.9,-2.2,2023-11-28
Warsaw,Poland,November  2023,-1.8,-3.6,-2.8,2023-11-29
Warsaw,Poland,November  2023,-1.0,-4.0,-2.3,2023-11-30
Warsaw,Poland,December  2023,-0.7,-3.5,-2.2,2023-12-01
Warsaw,Poland,December  2023,-0.4,-2.7,-1.4,2023-12-02
Warsaw,Poland,December  2023,-0.1,-2.4,-1.5,2023-12-03
Warsaw,Poland,December  2023,-1.5,-4.6,-2.9,2023-12-04
Warsaw,Poland,December  2023,-1.3,-4.8,-3.3,2023-12-05
Warsaw,Poland,December  2023,-0.8,-5.2,-3.1,2023-12-06
Warsaw,Poland,December  2023,0.3,-2.7,-0.8,2023-12-07
Warsaw,Poland,December  2023,-1.9,-4.7,-3.4,2023-12-08
Warsaw,Poland,December  2023,-0.3,-3.9,-1.9,2023-12-09
Warsaw,Poland,December  2023,1.7,-1.2,-0.4,2023-12-10
Warsaw,Poland,December  2023,2.3,1.6,1.9,2023-12-11
Warsaw,Poland,December  2023,4.0,1.9,3.0,2023-12-12
Warsaw,Poland,December  2023,2.6,0.8,1.7,2023-12-13
Warsaw,Poland,December  2023,1.2,-1.9,0.4,2023-12-14
Warsaw,Poland,December  2023,1.6,-0.9,0.5,2023-12-15
Warsaw,Poland,December  2023,5.1,1.8,3.5,2023-12-16
Warsaw,Poland,December  2023,8.0,5.2,6.8,2023-12-17
Warsaw,Poland,December  2023,6.9,5.9,6.5,2023-12-18
Warsaw,Poland,December  2023,7.5,5.8,6.6,2023-12-19
Warsaw,Poland,December  2023,5.5,4.0,4.9,2023-12-20
Warsaw,Poland,December  2023,6.7,2.3,3.8,2023-12-21
Warsaw,Poland,December  2023,5.1,0.7,1.8,2023-12-22
Warsaw,Poland,December  2023,0.9,-0.3,0.4,2023-12-23
Warsaw,Poland,December  2023,6.2,0.0,1.8,2023-12-24
Warsaw,Poland,December  2023,9.7,6.4,8.2,2023-12-25
Warsaw,Poland,December  2023,10.2,4.8,7.5,2023-12-26
Warsaw,Poland,December  2023,6.1,0.9,3.9,2023-12-27
Warsaw,Poland,December  2023,6.8,1.2,4.0,2023-12-28
Warsaw,Poland,December  2023,8.0,4.0,6.0,2023-12-29
Warsaw,Poland,December  2023,8.9,4.7,6.8,2023-12-30
Warsaw,Poland,December  2023,4.6,1.4,3.3,2023-12-31
Warsaw,Poland,January   2024,4.1,1.6,3.1,2024-01-01
Warsaw,Poland,January   2024,4.3,2.8,3.7,2024-01-02
Warsaw,Poland,January   2024,3.8,1.1,2.4,2024-01-03
Warsaw,Poland,January   2024,7.4,1.4,6.1,2024-01-04
Warsaw,Poland,January   2024,2.4,-2.0,-0.9,2024-01-05
Warsaw,Poland,January   2024,-0.3,-3.4,-1.9,2024-01-06
Warsaw,Poland,January   2024,-5.2,-8.8,-7.2,2024-01-07
Warsaw,Poland,January   2024,-6.3,-8.9,-7.9,2024-01-08
Warsaw,Poland,January   2024,-4.1,-8.4,-6.6,2024-01-09
Warsaw,Poland,January   2024,-1.3,-6.7,-4.1,2024-01-10
Warsaw,Poland,January   2024,0.9,-3.6,-1.1,2024-01-11
Warsaw,Poland,January   2024,-0.5,-4.5,-2.2,2024-01-12
Warsaw,Poland,January   2024,0.2,-0.9,-0.5,2024-01-13
Warsaw,Poland,January   2024,0.8,0.0,0.4,2024-01-14
Warsaw,Poland,January   2024,0.6,-2.2,-0.4,2024-01-15
Warsaw,Poland,January   2024,-3.0,-6.8,-4.6,2024-01-16
Warsaw,Poland,January   2024,0.0,-7.1,-2.9,2024-01-17
Warsaw,Poland,January   2024,1.3,-2.5,-0.3,2024-01-18
Warsaw,Poland,January   2024,-1.1,-5.6,-3.1,2024-01-19
Warsaw,Poland,January   2024,0.2,-4.3,-1.7,2024-01-20
Warsaw,Poland,January   2024,0.6,-1.2,-0.3,2024-01-21
Warsaw,Poland,January   2024,2.8,-1.6,0.9,2024-01-22
Warsaw,Poland,January   2024,3.9,2.0,2.8,2024-01-23
Warsaw,Poland,January   2024,6.9,0.4,3.4,2024-01-24
Warsaw,Poland,January   2024,5.9,1.3,3.5,2024-01-25
Warsaw,Poland,January   2024,2.5,-0.1,1.1,2024-01-26
Warsaw,Poland,January   2024,3.8,1.3,2.0,2024-01-27
Warsaw,Poland,January   2024,3.4,0.0,1.8,2024-01-28
Warsaw,Poland,January   2024,4.3,0.2,1.5,2024-01-29
Warsaw,Poland,January   2024,6.4,0.5,2.6,2024-01-30
Warsaw,Poland,January   2024,6.4,1.7,3.6,2024-01-31
Warsaw,Poland,February  2024,5.5,2.2,3.4,2024-02-01
Warsaw,Poland,February  2024,4.7,0.2,2.0,2024-02-02
Warsaw,Poland,February  2024,9.4,5.0,8.0,2024-02-03
Warsaw,Poland,February  2024,7.1,4.5,5.9,2024-02-04
Warsaw,Poland,February  2024,6.4,3.1,5.1,2024-02-05
Warsaw,Poland,February  2024,9.2,2.7,7.7,2024-02-06
Warsaw,Poland,February  2024,9.3,1.8,5.3,2024-02-07
Warsaw,Poland,February  2024,2.2,0.0,0.8,2024-02-08
Warsaw,Poland,February  2024,2.0,0.1,0.9,2024-02-09
Warsaw,Poland,February  2024,5.3,2.0,4.1,2024-02-10
Warsaw,Poland,February  2024,9.9,5.1,7.5,2024-02-11
Warsaw,Poland,February  2024,8.6,6.1,7.1,2024-02-12
Warsaw,Poland,February  2024,8.1,3.1,6.0,2024-02-13
Warsaw,Poland,February  2024,7.5,2.4,4.6,2024-02-14
Warsaw,Poland,February  2024,6.9,4.7,5.7,2024-02-15
Warsaw,Poland,February  2024,12.5,6.1,8.3,2024-02-16
Warsaw,Poland,February  2024,11.5,5.6,7.8,2024-02-17
Warsaw,Poland,February  2024,5.3,2.3,3.6,2024-02-18
Warsaw,Poland,February  2024,5.8,2.0,3.5,2024-02-19
Warsaw,Poland,February  2024,7.5,5.2,6.3,2024-02-20
Warsaw,Poland,February  2024,6.7,4.9,5.5,2024-02-21
Warsaw,Poland,February  2024,8.4,4.5,6.9,2024-02-22
Warsaw,Poland,February  2024,8.0,5.7,7.2,2024-02-23
Warsaw,Poland,February  2024,9.7,5.1,6.8,2024-02-24
Warsaw,Poland,February  2024,12.3,4.2,7.9,2024-02-25
Warsaw,Poland,February  2024,13.4,5.4,9.3,2024-02-26
Warsaw,Poland,February  2024,15.5,7.6,10.9,2024-02-27
Warsaw,Poland,February  2024,10.9,5.6,8.6,2024-02-28
Warsaw,Poland,February  2024,10.6,6.3,8.3,2024-02-29
Warsaw,Poland,March     2024,15.3,7.1,10.7,2024-03-01
Warsaw,Poland,March     2024,16.1,8.5,11.6,2024-03-02
Warsaw,Poland,March     2024,12.1,6.0,8.6,2024-03-03
Warsaw,Poland,March     2024,6.7,4.0,5.4,2024-03-04
Warsaw,Poland,March     2024,7.1,3.5,5.1,2024-03-05
Warsaw,Poland,March     2024,6.4,1.5,4.7,2024-03-06
Warsaw,Poland,March     2024,6.8,0.1,3.2,2024-03-07
Warsaw,Poland,March     2024,7.9,0.4,3.9,2024-03-08
Warsaw,Poland,March     2024,9.9,1.0,5.2,2024-03-09
Warsaw,Poland,March     2024,12.0,2.6,7.1,2024-03-10
Warsaw,Poland,March     2024,7.2,4.9,5.9,2024-03-11
Warsaw,Poland,March     2024,7.7,6.0,6.6,2024-03-12
Warsaw,Poland,March     2024,5.7,4.7,5.1,2024-03-13
Warsaw,Poland,March     2024,9.7,4.5,6.3,2024-03-14
Warsaw,Poland,March     2024,11.3,3.2,7.3,2024-03-15
Warsaw,Poland,March     2024,15.5,7.5,11.1,2024-03-16
Warsaw,Poland,March     2024,7.2,0.3,4.4,2024-03-17
Warsaw,Poland,March     2024,4.3,-0.7,1.5,2024-03-18
Warsaw,Poland,March     2024,8.2,-0.3,4.1,2024-03-19
Warsaw,Poland,March     2024,9.9,2.8,6.5,2024-03-20
Warsaw,Poland,March     2024,11.5,2.8,7.4,2024-03-21
Warsaw,Poland,March     2024,9.3,5.5,7.8,2024-03-22
Warsaw,Poland,March     2024,12.2,3.8,8.4,2024-03-23
Warsaw,Poland,March     2024,9.0,4.2,6.0,2024-03-24
Warsaw,Poland,March     2024,7.8,3.7,5.8,2024-03-25
Warsaw,Poland,March     2024,12.3,3.9,7.9,2024-03-26
Warsaw,Poland,March     2024,17.0,6.2,11.2,2024-03-27
Warsaw,Poland,March     2024,18.6,7.6,12.0,2024-03-28
Warsaw,Poland,March     2024,16.1,7.9,11.4,2024-03-29
Warsaw,Poland,March     2024,21.2,10.0,15.3,2024-03-30
Warsaw,Poland,March     2024,23.4,12.6,17.5,2024-03-31
Warsaw,Poland,April     2024,22.9,12.7,17.8,2024-04-01
Warsaw,Poland,April     2024,15.3,8.9,10.8,2024-04-02
Warsaw,Poland,April     2024,9.9,1.8,6.9,2024-04-03
Warsaw,Poland,April     2024,13.6,2.6,7.5,2024-04-04
Warsaw,Poland,April     2024,13.9,9.8,11.5,2024-04-05
Warsaw,Poland,April     2024,17.2,10.9,13.9,2024-04-06
Warsaw,Poland,April     2024,21.3,9.2,15.3,2024-04-07
Warsaw,Poland,April     2024,26.3,14.2,19.9,2024-04-08
Warsaw,Poland,April     2024,26.1,15.0,20.1,2024-04-09
Warsaw,Poland,April     2024,17.3,11.0,14.5,2024-04-10
Warsaw,Poland,April     2024,16.9,7.8,12.5,2024-04-11
Warsaw,Poland,April     2024,15.6,11.9,14.0,2024-04-12
Warsaw,Poland,April     2024,19.3,13.3,15.7,2024-04-13
Warsaw,Poland,April     2024,19.5,10.0,14.7,2024-04-14
Warsaw,Poland,April     2024,11.3,7.8,8.8,2024-04-15
Warsaw,Poland,April     2024,11.4,5.7,8.0,2024-04-16
